sequence,step,increments,prev_j_positions,prev_pos_x,prev_pos_y,prev_pos_z,post_j_positions,post_pos_x,post_pos_y,post_pos_z
0,0,"[1.175175800196755, 1.286389546803227, -1.2153331553104065]","[-1.3089969389949205, -1.3089969389943894, -1.3089969389956675]",0.09263894957509779,-5.906352339900706e-06,0.057467209288660476,"[-0.10857808474514341, 0.007140181580491678, -1.5561708881508238]",0.04618936039855792,-6.139570211157915e-06,0.27925192652695885
0,1,"[0.7625200897687168, 0.7084626464643358, 1.5204678942214582]","[-0.10857808474514341, 0.007140181580491678, -1.5561708881508238]",0.04618936039855792,-6.139570211157915e-06,0.27925192652695885,"[0.687644061712887, 0.7541416534472418, -0.04071361406661289]",-0.15729262466273225,3.455219678534129e-06,0.1994192750227339
0,2,"[-1.0195819759637956, -1.0982296546883967, -1.4438950538421198]","[0.687644061712887, 0.7541416534472418, -0.04071361406661289]",-0.15729262466273225,3.455219678534129e-06,0.1994192750227339,"[-0.3204774908972654, -0.33205472274991, -1.4794071680229042]",0.09811097781524052,-6.8055919879437696e-06,0.24617415094716083
0,3,"[1.3304355378276573, 1.1631221806354144, -0.408014399751387]","[-0.3204774908972654, -0.33205472274991, -1.4794071680229042]",0.09811097781524052,-6.8055919879437696e-06,0.24617415094716083,"[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637
0,4,"[-0.7412910810511003, -1.0507861659795779, -0.9151599657973171]","[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637,"[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637
0,5,"[-0.6925926571372413, -0.8621073200648682, 0.4690432561910844]","[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637,"[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637
0,6,"[0.4062312426634155, -0.4065984552285006, -0.5813388277582954]","[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637,"[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637
0,7,"[0.6369950039806671, -1.5104681720315503, 0.36047638227450557]","[1.0270533016312555, 0.18382873795365073, -1.4857896784512148]",-0.1339559599961277,-3.19154320376389e-06,0.22075746319256637,"[-1.3089969389957472, -1.3089969389957472, -1.3089969389957472]",0.0934825833294164,-4.764147168548791e-06,0.05857792684011007
0,8,"[-1.4829346982302765, 1.0789491755796998, 1.1167431275924296]","[-1.3089969389957472, -1.3089969389957472, -1.3089969389957472]",0.0934825833294164,-4.764147168548791e-06,0.05857792684011007,"[-1.3089969389957472, -1.3089969389957472, -1.3089969389957472]",0.0934825833294164,-4.764147168548791e-06,0.05857792684011007
0,9,"[-0.2995455470727512, -1.3223445386079933, 1.060724216944445]","[-1.3089969389957472, -1.3089969389957472, -1.3089969389957472]",0.0934825833294164,-4.764147168548791e-06,0.05857792684011007,"[-1.3089969389957472, -1.3089969389957472, -1.3089969389957472]",0.0934825833294164,-4.764147168548791e-06,0.05857792684011007
